descretePN	verb	PN
ポジ（評価）	優れる た	1.0
ポジ（評価）	優れる	1.0
ポジ（評価）	走り 良い	0.9999950000000001
ネガ（評価）	良い ない	0.9999950000000001
ポジ（評価）	良い	0.9999950000000001
ポジ（評価）	良い なる	0.9999950000000001
ポジ（評価）	ちょうど 良い	0.9999950000000001
ポジ（評価）	物わかり が 良い	0.9999950000000001
ポジ（評価）	見目 良い	0.9999950000000001
ポジ（経験）	喜ぶ	0.9999790000000001
ポジ（評価）	めでたい	0.9996450000000001
ポジ（評価）	賢い	0.9994860000000001
ポジ（評価）	適し て いる	0.999295
ポジ（経験）	祝っ て もらう	0.999122
ポジ（評価）	嬉しい	0.998871
ポジ（評価）	素晴らしい	0.998617
ポジ（評価）	芳しい	0.9985780000000001
ポジ（評価）	抜きんでる	0.9983559999999999
ポジ（評価）	雄雄しい	0.9982719999999999
ポジ（評価）	仕合せ だ	0.998208
ポジ（評価）	仕合せ です	0.998208
ポジ（評価）	秀でる	0.997777
ポジ（評価）	宜しい	0.997517
ポジ（評価）	気高い	0.997325
ポジ（評価）	麗しい	0.99726
ポジ（評価）	名高い	0.997259
ポジ（評価）	素早い	0.9971049999999999
ポジ（評価）	勇ましい	0.9969870000000001
ポジ（評価）	似つかわしい	0.996801
ポジ（評価）	卓越	0.9967010000000001
ポジ（評価）	超凡 です	0.9967010000000001
ポジ（評価）	超凡 だ	0.9967010000000001
ポジ（評価）	超凡 の	0.9967010000000001
ポジ（評価）	たやすい	0.9966780000000001
ポジ（経験）	楽しむ	0.9964270000000001
ポジ（評価）	好ましい	0.9963270000000001
ポジ（評価）	白眉 です	0.996273
ポジ（評価）	白眉 だ	0.996273
ポジ（評価）	白眉 の	0.996273
ポジ（経験）	楽しい	0.9958370000000001
ポジ（評価）	愛くるしい	0.9958
ポジ（評価）	堪能 できる	0.9957469999999999
ポジ（評価）	喜ばしい	0.9957360000000001
ポジ（評価）	手厚い	0.995653
ポジ（評価）	剴切 だ	0.995553
ポジ（評価）	剴切 です	0.995553
ポジ（評価）	きびきび	0.995129
ポジ（評価）	きびきび する	0.995129
ポジ（評価）	輝かしい	0.994981
ポジ（評価）	賛成	0.9949049999999999
ポジ（評価）	似合しい	0.9948229999999999
ポジ（評価）	思わしい	0.9947290000000001
ポジ（評価）	雄偉 の	0.9945930000000001
ポジ（評価）	雄偉 です	0.9945930000000001
ポジ（評価）	雄偉 だ	0.9945930000000001
ポジ（評価）	満足 する	0.9944139999999999
ポジ（評価）	満足	0.9944139999999999
ポジ（評価）	高邁 だ	0.994366
ポジ（評価）	高邁 です	0.994366
ポジ（評価）	愛らしい	0.9943540000000001
ポジ（評価）	しおらしい	0.994296
ポジ（評価）	瑞瑞しい	0.9941200000000001
ポジ（評価）	鑽仰	0.9940040000000001
ポジ（評価）	精良 です	0.9939370000000001
ポジ（評価）	精良 だ	0.9939370000000001
ポジ（経験）	落ち着く	0.993768
ネガ（評価）	落ち着か ない	0.993768
ポジ（評価）	際立つ	0.993674
ポジ（評価）	清清しい	0.993552
ポジ（評価）	高貴 だ	0.9935510000000001
ポジ（評価）	高貴 の	0.9935510000000001
ポジ（評価）	高貴 です	0.9935510000000001
ポジ（評価）	秀麗 だ	0.993448
ポジ（評価）	秀麗 です	0.993448
ポジ（評価）	豪気 です	0.993334
ポジ（評価）	豪気 だ	0.993334
ポジ（評価）	聡明	0.993288
ポジ（評価）	炯眼 だ	0.993224
ポジ（評価）	炯眼 です	0.993224
ポジ（評価）	分相応 です	0.993009
ポジ（評価）	分相応 だ	0.993009
ポジ（評価）	力強い	0.992994
ポジ（評価）	可愛い	0.9929819999999999
ポジ（評価）	利く	0.9928899999999999
ポジ（評価）	美しい	0.9928879999999999
ポジ（評価）	情深い	0.9928549999999999
ポジ（評価）	優良 だ	0.992775
ポジ（評価）	優良 の	0.992775
ポジ（評価）	優良 です	0.992775
ポジ（評価）	幅利き です	0.99261
ポジ（評価）	幅利き の	0.99261
ポジ（評価）	幅利き だ	0.99261
ポジ（評価）	賑わしい	0.992458
ポジ（評価）	若若しい	0.9923649999999999
ポジ（評価）	慧眼 だ	0.992345
ポジ（評価）	慧眼 です	0.992345
ポジ（評価）	メリット が ある	0.9921399999999999
ポジ（経験）	愛さ れる	0.992131
ポジ（評価）	見目好い	0.992108
ポジ（評価）	崇高 だ	0.991942
ポジ（評価）	崇高 です	0.991942
ポジ（評価）	相応しい	0.9917530000000001
ポジ（評価）	得難い	0.9915799999999999
ポジ（評価）	上等 です	0.991482
ポジ（評価）	上等 の	0.991482
ポジ（評価）	上等 だ	0.991482
ポジ（評価）	頼もしい	0.991405
ポジ（評価）	美味しい	0.99136
ポジ（評価）	逞しい	0.99135
ポジ（評価）	生き生き	0.991265
ネガ（評価）	甲斐性 無い	0.991236
ネガ（評価）	だらし が ない	0.991217
ネガ（評価）	だらし 無い	0.991217
ネガ（評価）	だらし ない	0.991217
ポジ（経験）	慣れる	0.9911139999999999
ポジ（評価）	快哉 の	0.990959
ポジ（評価）	快哉 です	0.990959
ポジ（評価）	快哉 だ	0.990959
ポジ（評価）	すすどい	0.9904120000000001
ポジ（評価）	尊い	0.9903540000000001
ポジ（評価）	上根	0.990246
ポジ（経験）	改める	0.990167
ポジ（評価）	微笑ましい	0.9900610000000001
ポジ（評価）	明敏 です	0.989886
ポジ（評価）	明敏 だ	0.989886
ポジ（評価）	明敏	0.989886
ポジ（評価）	充溢	0.9898680000000001
ポジ（経験）	救う	0.9897729999999999
ポジ（評価）	端麗 だ	0.989767
ポジ（評価）	端麗 です	0.989767
ポジ（評価）	紳士 的 だ	0.989749
ポジ（評価）	紳士 的 です	0.989749
ポジ（評価）	親しい	0.989699
ポジ（評価）	雄渾 です	0.98965
ポジ（評価）	雄渾 だ	0.98965
ポジ（評価）	有難い	0.989597
ポジ（評価）	ぴか一 です	0.9893860000000001
ポジ（評価）	ぴか一 だ	0.9893860000000001
ポジ（評価）	ぴか一 の	0.9893860000000001
ポジ（経験）	寛ぐ	0.9893489999999999
ポジ（評価）	広壮 だ	0.9893069999999999
ポジ（評価）	広壮 の	0.9893069999999999
ポジ（評価）	広壮 です	0.9893069999999999
ポジ（評価）	面白 可笑しい	0.9891989999999999
ポジ（評価）	面白い	0.9891989999999999
ポジ（評価）	ぴちぴち	0.989073
ポジ（評価）	神神しい	0.9890049999999999
ポジ（評価）	別懇 です	0.988981
ポジ（評価）	別懇 だ	0.988981
ポジ（評価）	軽捷 です	0.9889389999999999
ポジ（評価）	軽捷 だ	0.9889389999999999
ポジ（評価）	堂堂 です	0.9886870000000001
ポジ（評価）	堂堂 の	0.9886870000000001
ポジ（評価）	堂堂 だ	0.9886870000000001
ポジ（評価）	睦まじい	0.9886219999999999
ポジ（評価）	手早い	0.988576
ポジ（評価）	剛勇 だ	0.988574
ポジ（評価）	剛勇 です	0.988574
ポジ（評価）	床しい	0.988541
ポジ（評価）	小才 の 利く	0.9885409999999999
ポジ（評価）	卓絶	0.988382
ポジ（評価）	勇壮 です	0.988291
ポジ（評価）	勇壮 の	0.988291
ポジ（評価）	勇壮 だ	0.988291
ポジ（評価）	明哲 です	0.988182
ポジ（評価）	明哲 だ	0.988182
ポジ（評価）	明哲 の	0.988182
ポジ（経験）	契約 更新 できる	0.9879530000000001
ポジ（評価）	心地好い	0.987909
ポジ（評価）	福福しい	0.987874
ポジ（評価）	多士 済々 だ	0.9878459999999999
ポジ（評価）	多士 済々 です	0.9878459999999999
ポジ（評価）	多士 済々 の	0.9878459999999999
ポジ（評価）	物堅い	0.987844
ポジ（評価）	守る こと は できる	0.987516
ポジ（評価）	守る こと が できる	0.987516
ポジ（評価）	ベター の	0.987453
ポジ（評価）	ベター だ	0.987453
ポジ（評価）	ベター です	0.987453
ポジ（評価）	広量 です	0.987159
ポジ（評価）	広量 だ	0.987159
ポジ（評価）	広量 の	0.987159
ポジ（評価）	名うて の	0.987081
ポジ（評価）	見易い	0.98708
ポジ（評価）	最上 です	0.986992
ポジ（評価）	最上 の	0.986992
ポジ（評価）	最上 だ	0.986992
ポジ（評価）	気品 が ある	0.9869040000000001
ポジ（評価）	気安い	0.9868180000000001
ポジ（評価）	広大 だ	0.986627
ポジ（評価）	広大 です	0.986627
ポジ（評価）	強靭 だ	0.986604
ポジ（評価）	強靭 です	0.986604
ポジ（評価）	高尚 です	0.986511
ポジ（評価）	高尚 だ	0.986511
ポジ（評価）	恭しい	0.986474
ポジ（評価）	好漢 の	0.986275
ポジ（評価）	好漢 です	0.986275
ポジ（評価）	好漢 だ	0.986275
ポジ（評価）	暖まる	0.985994
ポジ（評価）	剛健 の	0.985967
ポジ（評価）	剛健 です	0.985967
ポジ（評価）	剛健 だ	0.985967
ポジ（評価）	豊満 だ	0.9858950000000001
ポジ（評価）	豊満 です	0.9858950000000001
ポジ（評価）	上出来 だ	0.985894
ポジ（評価）	上出来 です	0.985894
ポジ（評価）	辛抱強い	0.9856590000000001
ポジ（評価）	慈悲 深い	0.9856290000000001
ポジ（評価）	話す 上手 です	0.9855360000000001
ポジ（評価）	話す 上手 だ	0.9855360000000001
ポジ（評価）	勝る	0.98546
ポジ（評価）	清清	0.985347
ポジ（評価）	善良 だ	0.9853209999999999
ポジ（評価）	善良 です	0.9853209999999999
ポジ（評価）	善良 の	0.9853209999999999
ポジ（評価）	心安い	0.9850200000000001
ポジ（経験）	鍛え て くれる	0.9850120000000001
ポジ（経験）	鍛え て もらう	0.9850120000000001
ポジ（評価）	ずば抜ける	0.984833
ポジ（評価）	俊敏 だ	0.984667
ポジ（評価）	俊敏 です	0.984667
ポジ（評価）	俊敏 の	0.984667
ポジ（評価）	警抜 です	0.9845959999999999
ポジ（評価）	警抜 だ	0.9845959999999999
ポジ（経験）	直る	0.984585
ポジ（評価）	心強い	0.984575
ポジ（評価）	男らしい	0.984324
ポジ（評価）	わくわく	0.984273
ポジ（評価）	品行 方正 の	0.984203
ポジ（評価）	方正 です	0.984203
ポジ（評価）	方正 だ	0.984203
ポジ（評価）	品行 方正 です	0.984203
ポジ（評価）	品行 方正 だ	0.984203
ポジ（評価）	可愛らしい	0.983926
ポジ（経験）	適う	0.983885
ポジ（評価）	義理堅い	0.983717
ポジ（評価）	ゆったり	0.983651
ポジ（経験）	晴れる	0.983474
ポジ（評価）	小躍り する	0.983339
ポジ（評価）	燦然	0.983193
ネガ（評価）	頼り ない	0.9831059999999999
ネガ（評価）	頼り 無い	0.9831059999999999
ポジ（評価）	好適 です	0.982957
ポジ（評価）	好適 だ	0.982957
ポジ（評価）	心憎い	0.9824700000000001
ポジ（評価）	はしこい	0.982402
ポジ（経験）	憧れる	0.9823370000000001
ポジ（評価）	正統 派	0.9822780000000001
ポジ（評価）	雄勁 の	0.98224
ポジ（評価）	雄勁 です	0.98224
ポジ（評価）	雄勁 だ	0.98224
ポジ（評価）	誠意 が ある	0.982153
ポジ（評価）	つましい	0.9820969999999999
ポジ（評価）	いかす	0.9818469999999999
ポジ（評価）	末頼もしい	0.981799
ポジ（経験）	頑張る	0.9817040000000001
ポジ（評価）	程よい	0.981441
ポジ（評価）	賛同	0.981144
ポジ（評価）	気強い	0.980715
ポジ（評価）	真新しい	0.980676
ポジ（評価）	つやつや	0.980453
ポジ（評価）	玲瓏 の	0.980345
ポジ（評価）	玲瓏 だ	0.980345
ポジ（評価）	玲瓏 です	0.980345
ポジ（評価）	絶品 です	0.9801030000000001
ポジ（評価）	絶品 の	0.9801030000000001
ポジ（評価）	絶品 だ	0.9801030000000001
ポジ（評価）	毅然 の	0.9798879999999999
ポジ（評価）	毅然 だ	0.9798879999999999
ポジ（評価）	毅然 です	0.9798879999999999
ポジ（評価）	自信 たっぷり です	0.979449
ポジ（評価）	自信 たっぷり の	0.979449
ポジ（評価）	自信 たっぷり だ	0.979449
ポジ（評価）	多才 の	0.979251
ポジ（評価）	多才 です	0.979251
ポジ（評価）	多才 だ	0.979251
ポジ（評価）	良識 的 です	0.9788479999999999
ポジ（評価）	良識 的 だ	0.9788479999999999
ポジ（評価）	好意 的 です	0.9787620000000001
ポジ（評価）	好意 的 だ	0.9787620000000001
ポジ（評価）	目新しい	0.978416
ポジ（評価）	こなれる	0.9781850000000001
ポジ（評価）	粘り強い	0.978038
ポジ（評価）	清い	0.977979
ポジ（評価）	稚い	0.977873
ポジ（評価）	楽しめる	0.977799
ポジ（経験）	惚れ惚れ	0.9777469999999999
ポジ（評価）	癒す	0.977712
ポジ（評価）	奇跡 的 です	0.976944
ポジ（評価）	奇跡 的 だ	0.976944
ポジ（評価）	女らしい	0.976576
ポジ（評価）	易易	0.9759899999999999
ポジ（経験）	薫る	0.9759389999999999
ポジ（評価）	望ましい	0.975693
ポジ（評価）	究極 的 だ	0.975678
ポジ（評価）	究極 的 です	0.975678
ポジ（評価）	涼しい	0.9751299999999999
ネガ（評価）	涼しい 顔 の	0.9751299999999999
ネガ（評価）	涼しい 顔 だ	0.9751299999999999
ネガ（評価）	涼しい 顔 です	0.9751299999999999
ポジ（評価）	暖かい	0.9751270000000001
ポジ（評価）	奥床しい	0.974333
ポジ（評価）	典雅 だ	0.974267
ポジ（評価）	典雅 です	0.974267
ネガ（評価）	有頂天 です	0.9737469999999999
ネガ（評価）	有頂天 の	0.9737469999999999
ネガ（評価）	有頂天 だ	0.9737469999999999
ポジ（評価）	やんごとない	0.973619
ポジ（評価）	手堅い	0.9734659999999999
ポジ（評価）	悠悠 の	0.9731219999999999
ポジ（評価）	悠悠 だ	0.9731219999999999
ポジ（評価）	悠悠 です	0.9731219999999999
ポジ（評価）	並外れる	0.973052
ポジ（評価）	潔い	0.9730129999999999
ポジ（評価）	敬慕	0.97288
ポジ（評価）	手広い	0.972844
ネガ（評価）	諤諤 です	0.972333
ネガ（評価）	諤諤 だ	0.972333
ネガ（評価）	諤諤 の	0.972333
ポジ（評価）	お茶の子 さい さい だ	0.9717790000000001
ポジ（評価）	お茶の子 さい さい の	0.9717790000000001
ポジ（評価）	お茶の子 さい さい です	0.9717790000000001
ネガ（評価）	物見高い	0.9713069999999999
ポジ（経験）	整う	0.971301
ポジ（評価）	しっくり	0.970807
ネガ（評価）	ちんまり	0.97041
ポジ（評価）	面白 おかしい	0.9702314999999999
ポジ（経験）	助かる	0.970031
ネガ（評価）	楽しみ が ない	0.9696540000000001
ポジ（評価）	義人	0.969454
ポジ（評価）	安閑 です	0.969418
ポジ（評価）	安閑 の	0.969418
ポジ（評価）	安閑 だ	0.969418
ポジ（評価）	きりりと	0.9692879999999999
ポジ（評価）	楚楚 です	0.96851
ポジ（評価）	楚楚 の	0.96851
ポジ（評価）	楚楚 だ	0.96851
ネガ（評価）	小気味 が 悪い	0.96824
ポジ（評価）	小気味 好い	0.96824
ポジ（評価）	閑雅 です	0.967239
ポジ（評価）	閑雅 だ	0.967239
ポジ（評価）	色っぽい	0.9671780000000001
ポジ（評価）	愛想 が 良い	0.9668415
ポジ（評価）	慕わしい	0.9666170000000001
ポジ（評価）	奥深い	0.966397
ポジ（評価）	静謐 です	0.966267
ポジ（評価）	静謐 だ	0.966267
ポジ（評価）	上向く	0.966248
ポジ（評価）	意欲 的 です	0.965448
ポジ（評価）	意欲 的 だ	0.965448
ポジ（評価）	言い え て 妙 だ	0.96399
ポジ（評価）	向上 する	0.963925
ポジ（評価）	定評 ある	0.962514
ポジ（経験）	好む	0.96078
ポジ（評価）	目映い	0.960766
ポジ（評価）	珍しい	0.960258
ポジ（評価）	明るい	0.9553719999999999
ポジ（評価）	誇らしい	0.955201
ポジ（経験）	待遠しい	0.9549139999999999
ポジ（評価）	長ける	0.9521940000000001
ポジ（評価）	ぴったり	0.951451
ポジ（評価）	慎ましい	0.949422
ポジ（評価）	人懐っこい	0.947457
ポジ（評価）	景気 が 良い	0.9444525000000001
ポジ（評価）	若い	0.943407
ポジ（経験）	治 し れ もらう	0.943343
ポジ（評価）	きっちり	0.943204
ポジ（評価）	大業 の	0.941427
ポジ（評価）	大業 です	0.941427
ポジ（評価）	大業 だ	0.941427
ポジ（経験）	恍惚 の	0.9413100000000001
ポジ（経験）	恍惚 だ	0.9413100000000001
ポジ（経験）	恍惚 です	0.9413100000000001
ネガ（評価）	インパクト が ない	0.940077
ポジ（評価）	効果 ある	0.938205
ポジ（評価）	偉い	0.9375030000000001
ポジ（経験）	育て て もらう	0.936944
ポジ（経験）	育て て くれる	0.936944
ポジ（評価）	なまめかしい	0.936865
ネガ（評価）	愛想 が ない	0.933688
ネガ（評価）	愛想 の 無い	0.933688
ポジ（評価）	愛想 いい	0.933688
ポジ（評価）	愛想 よく	0.933688
ネガ（評価）	好きもの です	0.93204
ポジ（評価）	満ち 溢れる	0.928266
ポジ（評価）	水際立つ	0.920111
ネガ（評価）	根性 曲り	0.9156989999999999
ネガ（評価）	根性 悪 の	0.9156989999999999
ネガ（評価）	根性 悪 です	0.9156989999999999
ポジ（評価）	トップ だ	0.9116790000000001
ポジ（評価）	トップ の	0.9116790000000001
ポジ（評価）	トップ です	0.9116790000000001
ポジ（評価）	平気 の 平 左 だ	0.8991549999999999
ポジ（評価）	平気 の 平 左 の	0.8991549999999999
ポジ（評価）	平気 の 平 左 です	0.8991549999999999
ポジ（評価）	価値 は ある	0.8971100000000001
ポジ（評価）	価値 が ある	0.8971100000000001
ネガ（評価）	縁 が ない	0.8875270000000001
ポジ（評価）	いじらしい	0.873598
ポジ（評価）	一徹 です	0.868474
ポジ（評価）	一徹 だ	0.868474
ポジ（評価）	上上吉 だ	0.7888350000000001
ポジ（評価）	上上吉 です	0.7888350000000001
ポジ（評価）	上上吉 の	0.7888350000000001
ポジ（経験）	温まる	0.774146
ポジ（評価）	飽き 足りる	0.747685
ネガ（評価）	手 が 足り ない	0.747685
ネガ（評価）	飽き 足り ない	0.747685
ポジ（経験）	足りる	0.747685
ポジ（評価）	清廉 潔白 だ	0.716977
ポジ（評価）	清廉 潔白 です	0.716977
ポジ（評価）	清廉 潔白 の	0.716977
ポジ（評価）	寛闊 だ	0.695141
ポジ（評価）	寛闊 です	0.695141
ポジ（評価）	慈愛 深い	0.67473
ポジ（評価）	高大 だ	0.656091
ポジ（評価）	高大 です	0.656091
ポジ（評価）	上位 です	0.628871
ポジ（評価）	上位 の	0.628871
ポジ（評価）	上位 だ	0.628871
ポジ（評価）	馴染む	0.623008
ネガ（評価）	融通 の 利か ない	0.60725
ポジ（評価）	夢心地 だ	0.602252
ポジ（評価）	夢心地 です	0.602252
ポジ（評価）	夢心地 の	0.602252
ネガ（評価）	愚 の 骨頂 です	0.60017
ネガ（評価）	愚 の 骨頂 だ	0.60017
ネガ（評価）	愚 の 骨頂 の	0.60017
ポジ（評価）	豪宕 です	0.590337
ポジ（評価）	豪宕 だ	0.590337
ポジ（経験）	似合う	0.575492
ポジ（評価）	選ぶ こと が できる	0.569168
ポジ（評価）	選ぶ こと は できる	0.569168
ネガ（評価）	不退転 だ	0.562072
ネガ（評価）	不退転 です	0.562072
ネガ（評価）	不退転 の	0.562072
ポジ（評価）	廉直 です	0.55697
ポジ（評価）	廉直 だ	0.55697
ポジ（評価）	怜悧 だ	0.549718
ポジ（評価）	怜悧 です	0.549718
ポジ（評価）	壮麗 だ	0.539643
ポジ（評価）	壮麗 です	0.539643
ポジ（評価）	凛と	0.5388569999999999
ポジ（評価）	慈しむ 深い	0.526972
ネガ（評価）	奇態 だ	0.52505
ネガ（評価）	奇態 です	0.52505
ポジ（評価）	有能 だ	0.516779
ポジ（評価）	有能 です	0.516779
ポジ（評価）	有能 の	0.516779
ポジ（評価）	寛大 です	0.509142
ポジ（評価）	寛大 だ	0.509142
ポジ（評価）	気 が 利く	0.48792779999999997
ネガ（評価）	思い切り の 悪い	0.482655
ポジ（評価）	思い切り の いい	0.482655
ポジ（評価）	質実 剛健 だ	0.47715235
ポジ（評価）	質実 剛健 です	0.47715235
ポジ（評価）	質実 剛健 の	0.47715235
ポジ（評価）	金城鉄壁 です	0.47346499999999997
ポジ（評価）	金城鉄壁 だ	0.47346499999999997
ポジ（評価）	金城鉄壁 の	0.47346499999999997
ポジ（評価）	寛げる	0.466595
ポジ（評価）	清廉 です	0.46577299999999994
ポジ（評価）	清廉 だ	0.46577299999999994
ポジ（評価）	実直 だ	0.46393599999999996
ポジ（評価）	実直 です	0.46393599999999996
ポジ（評価）	実直 の	0.46393599999999996
ポジ（評価）	気 が 若い	0.4631863
ポジ（評価）	高雅 だ	0.46059700000000003
ポジ（評価）	高雅 です	0.46059700000000003
ポジ（評価）	高雅 の	0.46059700000000003
ポジ（評価）	豪放 の	0.459822
ポジ（評価）	豪放 です	0.459822
ポジ（評価）	豪放 だ	0.459822
ポジ（評価）	よく 気が付く	0.4524158
ポジ（評価）	格好 良い	0.4446955
ポジ（評価）	悠然 の	0.439795
ポジ（評価）	悠然 です	0.439795
ポジ（評価）	悠然 だ	0.439795
ポジ（評価）	豊潤 の	0.43752399999999997
ポジ（評価）	豊潤 だ	0.43752399999999997
ポジ（評価）	豊潤 です	0.43752399999999997
ポジ（評価）	明達 です	0.43608500000000006
ポジ（評価）	明達 の	0.43608500000000006
ポジ（評価）	明達 だ	0.43608500000000006
ポジ（評価）	都雅 だ	0.43006099999999997
ポジ（評価）	都雅 です	0.43006099999999997
ポジ（経験）	捗る	0.42950200000000005
ネガ（経験）	意気 消沈	0.4271579999999999
ネガ（評価）	オーソドックス すぎる	0.41302
ポジ（評価）	清廉 潔白 と	0.4060536666666667
ポジ（評価）	大 満足	0.40131199999999995
ポジ（評価）	名 の 通っ た	0.392704
ポジ（評価）	名 の ある	0.392704
ポジ（評価）	天空海闊 だ	0.392391
ポジ（評価）	天空海闊 です	0.392391
ポジ（評価）	天空海闊 の	0.392391
ポジ（評価）	超凡 と	0.390454
ポジ（評価）	白眉 と	0.39024
ポジ（評価）	雄偉 と	0.3894
ポジ（評価）	高貴 と	0.38887900000000003
ポジ（評価）	優良 と	0.388491
ポジ（評価）	幅利き と	0.3884085
ポジ（評価）	上等 と	0.3878445
ポジ（評価）	快哉 と	0.387583
ポジ（評価）	ぴか一 と	0.38679650000000004
ポジ（評価）	広壮 と	0.38675699999999996
ポジ（評価）	堂堂 と	0.38644700000000004
ポジ（評価）	勇壮 と	0.386249
ポジ（評価）	明哲 と	0.3861945
ポジ（評価）	多士 済々 と	0.38602649999999994
ポジ（評価）	ベター と	0.38583
ポジ（評価）	広量 と	0.385683
ポジ（評価）	最上 と	0.3855995
ポジ（評価）	好漢 と	0.385241
ポジ（評価）	剛健 と	0.385087
ネガ（評価）	腑 甲斐 ない	0.38491949999999997
ポジ（評価）	善良 と	0.38476399999999994
ポジ（評価）	俊敏 と	0.384437
ポジ（評価）	品行 方正 と	0.384205
ポジ（評価）	雄勁 と	0.3832235
ポジ（評価）	玲瓏 と	0.382276
ポジ（評価）	絶品 と	0.382155
ポジ（評価）	完全 無欠 の	0.382121
ポジ（評価）	完全 無欠 だ	0.382121
ポジ（評価）	完全 無欠 です	0.382121
ポジ（評価）	自信 たっぷり と	0.381828
ポジ（評価）	多才 と	0.381729
ネガ（評価）	涼しい 顔 と	0.37966849999999996
ネガ（評価）	有頂天 と	0.37897699999999995
ポジ（評価）	悠悠 と	0.37866449999999996
ネガ（評価）	諤諤 と	0.37827
ポジ（評価）	お茶の子 さい さい と	0.377993
ポジ（評価）	安閑 と	0.3768125
ポジ（評価）	楚楚 と	0.3763585
ポジ（評価）	心地 良い	0.3727075
ポジ（評価）	うっとり	0.36674
ネガ（経験）	頂け ない	0.36624
ポジ（評価）	目立つ	0.36434099999999997
ポジ（評価）	大業 と	0.362817
ポジ（経験）	恍惚 と	0.36275850000000004
ポジ（評価）	不抜 だ	0.356175
ポジ（評価）	不抜 の	0.356175
ポジ（評価）	不抜 です	0.356175
ポジ（評価）	手っ取り早い	0.352222
ネガ（評価）	根性 悪 と	0.34995299999999996
ポジ（評価）	トップ と	0.34794300000000006
ポジ（評価）	敏活 だ	0.347459
ポジ（評価）	敏活 です	0.347459
ポジ（評価）	満た せる	0.343188
ポジ（評価）	平気 の 平 左 と	0.34168099999999996
ポジ（評価）	冴える	0.341453
ネガ（経験）	生き た 心地 も ない	0.3367555
ネガ（評価）	不釣合 です	0.333426
ネガ（評価）	不釣合 だ	0.333426
ポジ（評価）	多望 だ	0.333359
ポジ（評価）	多望 です	0.333359
ネガ（評価）	ばか 正直 です	0.327221
ネガ（評価）	ばか 正直 だ	0.327221
ポジ（評価）	別嬪 だ	0.32448499999999997
ポジ（評価）	別嬪 の	0.32448499999999997
ポジ（評価）	別嬪 です	0.32448499999999997
ポジ（評価）	風雅 です	0.305026
ポジ（評価）	風雅 だ	0.305026
ポジ（評価）	風流 人	0.293131
ポジ（評価）	上上吉 と	0.286521
ポジ（評価）	満ち足りる	0.285384
ポジ（評価）	落ち着き払っ た	0.28217
ポジ（評価）	優婉 だ	0.280727
ポジ（評価）	優婉 です	0.280727
ネガ（評価）	文無し です	0.27426999999999996
ネガ（評価）	文無し の	0.27426999999999996
ネガ（評価）	文無し だ	0.27426999999999996
ポジ（評価）	外柔内剛 だ	0.27203
ポジ（評価）	外柔内剛 の	0.27203
ポジ（評価）	外柔内剛 です	0.27203
ポジ（評価）	閑閑 の	0.265844
ポジ（評価）	閑閑 だ	0.265844
ポジ（評価）	閑閑 です	0.265844
ネガ（評価）	悲壮 だ	0.25219600000000003
ネガ（評価）	悲壮 です	0.25219600000000003
ネガ（評価）	悲壮 の	0.25219600000000003
ポジ（評価）	心掛ける	0.250774
ポジ（評価）	質実 剛健 と	0.24617056666666667
ポジ（評価）	余裕綽綽 です	0.241405
ポジ（評価）	余裕綽綽 だ	0.241405
ポジ（評価）	余裕綽綽 の	0.241405
ポジ（評価）	親しみ やすい	0.240471
ポジ（経験）	親しむ	0.240471
ポジ（評価）	口上手 の	0.238554
ポジ（評価）	口上手 だ	0.238554
ポジ（評価）	口上手 です	0.238554
ポジ（評価）	めきめき	0.237612
ネガ（評価）	気色 が 悪い	0.23716199999999998
ネガ（評価）	無頓着 です	0.211758
ネガ（評価）	無頓着 だ	0.211758
ポジ（評価）	上位 と	0.20653899999999997
ポジ（評価）	入魂 だ	0.205994
ポジ（評価）	入魂 です	0.205994
ポジ（評価）	入魂 の	0.205994
ポジ（評価）	凛然 の	0.20438699999999999
ポジ（評価）	凛然 だ	0.20438699999999999
ポジ（評価）	凛然 です	0.20438699999999999
ポジ（評価）	整然 の	0.201645
ポジ（評価）	整然 です	0.201645
ポジ（評価）	整然 だ	0.201645
ポジ（評価）	夢心地 と	0.1932295
ネガ（評価）	愚 の 骨頂 と	0.19218849999999998
ポジ（評価）	平然 の	0.186575
ポジ（評価）	平然 です	0.186575
ポジ（評価）	平然 だ	0.186575
ポジ（評価）	威風 堂々	0.18654
ネガ（評価）	遊び が ない	0.18573800000000001
ネガ（評価）	不可思議 です	0.174958
ネガ（評価）	不可思議 だ	0.174958
ポジ（評価）	奇想天外 です	0.173777
ポジ（評価）	奇想天外 だ	0.173777
ネガ（評価）	不退転 と	0.1731395
ポジ（経験）	免れる	0.170433
ポジ（評価）	深遠 です	0.16944
ポジ（評価）	深遠 だ	0.16944
ポジ（評価）	爛漫 だ	0.165964
ポジ（評価）	爛漫 の	0.165964
ポジ（評価）	爛漫 です	0.165964
ポジ（評価）	甘露 の	0.165485
ポジ（評価）	甘露 です	0.165485
ポジ（評価）	甘露 だ	0.165485
ネガ（評価）	恩 着せ が まし い	0.16247
ポジ（評価）	艶 が ある	0.161966
ネガ（経験）	面目次第 も ない	0.158424
ポジ（評価）	有能 と	0.150493
ネガ（評価）	画一 的 だ	0.150082
ネガ（評価）	画一 的 です	0.150082
ポジ（評価）	燦爛 の	0.147538
ポジ（評価）	燦爛 です	0.147538
ポジ（評価）	燦爛 だ	0.147538
